group,sender,text,date
freifahren_BE,369722820,U 2 Richtung Pankow Kontrolle. 1 männlich un 1 weiblich gelesen Personen.Bülow Str. Eingestiegen und fahren weiter,2023-08-29 08:22:06+00:00
freifahren_BE,344587735,Immernoch,2023-08-29 08:22:33+00:00
freifahren_BE,207217301,u6 gerade ausgestiegen friedrichstraße,2023-08-29 08:25:47+00:00
freifahren_BE,207217301,3 männlich gelesen,2023-08-29 08:26:12+00:00
freifahren_BE,218118356,"S9 Richtung BER gerade Terminal 5 eingestiegen. Sehe nur eine Person, männlich gelesen mit Cap und schwarzer Maske",2023-08-29 08:31:44+00:00
freifahren_BE,218118356,Waßmannsdorf raus,2023-08-29 08:34:42+00:00
freifahren_BE,494797029,"Ja, sind jetzt am Zoo. 3 männlich und 1 weiblich.",2023-08-29 08:40:22+00:00
freifahren_BE,595106428,"U8 Bernauer Straße mindestens 6 Kontrolleure, sind jetzt am Bahnhof",2023-08-29 08:42:58+00:00
freifahren_BE,688624539,"U6 Hallesches Tor 2 Menschen mit blauen Westen, haben wen erwischt",2023-08-29 08:46:38+00:00
freifahren_BE,1015885281,"U6 Wedding, Richtung Alt-Mariendorf, 2 Kontrolleurinnen mit dunkelblauen Westen",2023-08-29 08:47:20+00:00
freifahren_BE,137998982,"U9 U leopoldolatz, 6 blauwesten stehen am Bahnsteig Richtung Osloer Str",2023-08-29 09:01:01+00:00
freifahren_BE,137998982,,2023-08-29 09:02:00+00:00
freifahren_BE,1771127518,Zwei Kontroller Sbahn 41 Langsberger Alle,2023-08-29 09:04:51+00:00
freifahren_BE,5468526495,M10 Straßmannstraße Richtung Warschauer Straße,2023-08-29 09:28:26+00:00
freifahren_BE,214705970,2 bos frauen u6 reinickendrfstr. Nicht klar welche Richtung,2023-08-29 09:35:04+00:00
freifahren_BE,251362819,"S7 Richtung Potsdam, jetzt Nikolassee",2023-08-29 09:37:15+00:00
freifahren_BE,431419658,"U2 Ri Pankow, bülowstr ausgestiegen, 2 Typen in dunkelblau",2023-08-29 09:39:04+00:00
freifahren_BE,656731514,"Savignyplatz, 2 Männer schwarz angezogen mit weiße Mütze. S3 richtung Spandau.",2023-08-29 09:40:04+00:00
freifahren_BE,445908679,"11:39 uhr, weitergeleitet:

""S5 Nöldnerplatz
Richtung Strausberg Nord
gerade eingestiegen""",2023-08-29 09:41:38+00:00
freifahren_BE,1465053855,Tram M10 Richtung Warschauer Straße,2023-08-29 09:42:25+00:00
freifahren_BE,1465053855,Steigen U Frankfurter Tor aus,2023-08-29 09:42:40+00:00
freifahren_BE,950250852,S5 Lichtenberg sah aus als wären es mehrere in mehreren Wagons,2023-08-29 09:43:14+00:00
freifahren_BE,1465053855,"2 männlich gelesen, 1 weiblich gelesen mit kartierter Hose",2023-08-29 09:43:52+00:00
freifahren_BE,1092479367,zwei kontrolettis in der U5 zwichen magdalenenstraße und Frankfurter Allee ruchtung Hauptbahnhog,2023-08-29 09:44:34+00:00
freifahren_BE,1092479367,"ausgestiegen frankfurter tor, vermutlich weiter in andere richtung",2023-08-29 09:45:34+00:00
freifahren_BE,549261469,Achtung Kontrollen auf dem Bahnsteig U8 Alexanderplatz.,2023-08-29 09:53:19+00:00
freifahren_BE,6125566719,2 blaue Westen weiblich weberwiese ausgestiegen,2023-08-29 09:55:10+00:00
freifahren_BE,6125566719,U5,2023-08-29 09:55:21+00:00
freifahren_BE,937966465,U7 richtung Potsdam,2023-08-29 09:59:16+00:00
freifahren_BE,1317579518,U8 Alexander Platz groß Kontrolle mit Polizei,2023-08-29 10:05:56+00:00
freifahren_BE,130683623,U8 Hermannplatz Kontrollen auf dem Bahnsteig,2023-08-29 10:07:10+00:00
freifahren_BE,1158689764,,2023-08-29 10:11:57+00:00
freifahren_BE,1158689764,Hohenzollenrdamm,2023-08-29 10:12:18+00:00
freifahren_BE,1802311758,"2 Männer am Märkisches Museum U2
Schwarz bekleidet. Kurze Haare. Adidas Schuhe.",2023-08-29 10:15:55+00:00
freifahren_BE,776936017,People checking tickets at S42 Greifswalder Straße now,2023-08-29 10:15:55+00:00
freifahren_BE,415196144,3 blaue westen in u8 richtung hermannstr. gesichtet @gesundbrunnen,2023-08-29 10:17:50+00:00
freifahren_BE,913771771,M85 kurfürstenstr Richtung lichterfelde,2023-08-29 10:18:43+00:00
freifahren_BE,913771771,sind kurfürstenstr ausgestiegen. 2 Blauwesten,2023-08-29 10:20:35+00:00
freifahren_BE,917336154,Alexander Platz U8 kontrollieren alle die aussteigen mit Polizei,2023-08-29 10:20:40+00:00
freifahren_BE,5633392038,"U5 zwischen  Schillingstr. und Alexanderplatz, 2 frauen im blauen Vesten",2023-08-29 10:24:35+00:00
freifahren_BE,543802993,"U8 zwei männlich gelesen, osloer Straße raus",2023-08-29 10:28:55+00:00
freifahren_BE,734376886,Ostkreuz S41 nach westkreuz,2023-08-29 10:29:36+00:00
freifahren_BE,445908679,"Originalbild gelöscht.
Bitte alle Gesichter aus den Bildern übermalen oder rausschneiden.

Es ist nicht ok einen ganzen Wagen oder Plattform zu fotografieren und hier reinzustellen.",2023-08-29 10:31:54+00:00
freifahren_BE,734376886,Ok sorry,2023-08-29 10:34:44+00:00
freifahren_BE,445908679,"12:34 uhr, weitergeleitet:

""U8 Alexanderplatz
Kontrolle mit Polizei auf dem Bahnsteig""",2023-08-29 10:35:12+00:00
freifahren_BE,6082216473,Alexanderplatz u8,2023-08-29 10:44:16+00:00
freifahren_BE,758060758,U5 Frankfurter Tor blue vests,2023-08-29 10:45:37+00:00
freifahren_BE,758060758,I think direction hönow,2023-08-29 10:46:04+00:00
freifahren_BE,436303252,blaue westen aner osloer u9 am bahnsteig,2023-08-29 10:46:04+00:00
freifahren_BE,974215257,Still there as of 12:48,2023-08-29 10:50:02+00:00
freifahren_BE,920622924,Neukölln U7,2023-08-29 11:00:05+00:00
freifahren_BE,1606666361,U7 Karl-Marx,2023-08-29 11:00:15+00:00
freifahren_BE,930329228,Große Kontrolle am Alexanderplatz U8 mit Polizei inklusive,2023-08-29 11:00:33+00:00
freifahren_BE,758060758,U5 Bundestag,2023-08-29 11:02:36+00:00
freifahren_BE,758060758,Blue vests,2023-08-29 11:02:43+00:00
freifahren_BE,563046315,U7 Hermannplatz blaue veste,2023-08-29 11:02:50+00:00
freifahren_BE,5980705812,u8 Alexanderplatz still here,2023-08-29 11:12:54+00:00
freifahren_BE,5980705812,With police,2023-08-29 11:12:59+00:00
freifahren_BE,5138248627,U6 hallesches tor,2023-08-29 11:15:46+00:00
freifahren_BE,370894067,@lostandfoundberlin,2023-08-29 11:18:47+00:00
freifahren_BE,1116857414,Bleibtreustraße,2023-08-29 11:41:48+00:00
freifahren_BE,977535195,U6 Richtung Alt-M’dorf Reinickendorferstr. ausgestiegen,2023-08-29 11:58:50+00:00
freifahren_BE,762102131,"U2 zwischen Alex und Klosterstr. 
2 männlich gelesen",2023-08-29 12:02:41+00:00
freifahren_BE,762102131,Klosterstr raus,2023-08-29 12:03:00+00:00
freifahren_BE,1250301977,U 7 lipschitzalle blau Westen,2023-08-29 12:15:23+00:00
freifahren_BE,321038557,U 9 Hansaplatz Blau Westen Richtung Wedding.,2023-08-29 12:24:39+00:00
freifahren_BE,1002004503,S Baumschulenweg gleis 5 Springfield,2023-08-29 12:30:41+00:00
freifahren_BE,196716135,Gibt’s hier eine Person die ein Ticket hat was in der letzten halben Stunde gültig war und welches ich nachreichen kann. Wurde gerade kontrolliert.  ᶘ ᵒᴥᵒᶅ,2023-08-29 12:31:16+00:00
freifahren_BE,226386374,5 blue wests on U Westhafen,2023-08-29 12:31:38+00:00
freifahren_BE,47769577,U6 paradestr am gleis,2023-08-29 12:35:25+00:00
freifahren_BE,327111521,"M16
Möllendorfstr.
Richtung Ahrensfel",2023-08-29 12:37:23+00:00
freifahren_BE,5624609062,U7 Richtung Rudow. Jetzt einsteigen in Johannisthaller Chaussee,2023-08-29 12:52:20+00:00
freifahren_BE,232923006,U 2 3 bos 2 männlich gelesen 1 weiblich gelesen märkisches Museum richtung ruhleben sind im vorderen Teil,2023-08-29 13:14:34+00:00
freifahren_BE,612055103,S42 Tempelhof sind grad zwei Kontrollöre ausgestiegen und schreiben Leute auf,2023-08-29 13:24:32+00:00
freifahren_BE,794234796,"3 Kontros
1 männlich braune Haare,Brille, 
2 weiblich blond mit langen Haaren und Brille und eine mit kurzen roten Haaren 

Sind greifswalder ausgestiegen aus der s41",2023-08-29 13:25:32+00:00
freifahren_BE,6103719489,Wie sehen die aus,2023-08-29 13:49:49+00:00
freifahren_BE,854583558,U8 Bernauer Str.,2023-08-29 13:52:34+00:00
freifahren_BE,1068961456,3 Kontos aus Bus 187 albertstr. Ausgestiegen,2023-08-29 14:15:23+00:00
freifahren_BE,656731514,"Bellevue, s9",2023-08-29 14:22:18+00:00
freifahren_BE,445908679,"12 messages were moved to the [discussion group](https://t.me/Diskussionsgruppe/52397).
Topic:
Are they writing down the passport id, what if names are wrong.",2023-08-29 14:22:38+00:00
freifahren_BE,656731514,Richtung BER,2023-08-29 14:22:41+00:00
freifahren_BE,639555618,"Hermannstraße am Ring Gleis 42, zwei Männer, weiße Jacke und schwarze Jacke.",2023-08-29 14:23:30+00:00
freifahren_BE,639555618,Ganz vorne in Fahrtrichtung,2023-08-29 14:23:40+00:00
freifahren_BE,445908679,Please go to @Diskussionsgruppe to talk about this topic,2023-08-29 14:25:05+00:00
freifahren_BE,1468349968,,2023-08-29 14:25:36+00:00
freifahren_BE,1468349968,Kontrollieren jetzt auch im Center 😂😂,2023-08-29 14:25:46+00:00
freifahren_BE,488620167,"Lol, was machen Sie da?",2023-08-29 14:27:11+00:00
freifahren_BE,1271127178,Bin hinter Nahkauf,2023-08-29 14:28:06+00:00
freifahren_BE,1271127178,Durch Tunnel durch,2023-08-29 14:28:11+00:00
freifahren_BE,1817575770,welcher center,2023-08-29 14:28:38+00:00
freifahren_BE,1468349968,Groupi,2023-08-29 14:28:46+00:00
freifahren_BE,6181533430,2 kontis u2 Richtung ruhleben sind gleich zoo,2023-08-29 14:34:26+00:00
freifahren_BE,6181533430,Sind ausgestiegen,2023-08-29 14:35:20+00:00
freifahren_BE,1388632734,U7 Haltestelle Grenzallee,2023-08-29 14:38:51+00:00
freifahren_BE,620686396,Danke🤘🏽,2023-08-29 14:44:27+00:00
freifahren_BE,850400037,"S7 Richtung Ahrensfelde, jetzt Bellevue",2023-08-29 14:55:53+00:00
freifahren_BE,979044624,U7 Johannisthaler chausse on the platform 4 blue vestes,2023-08-29 15:23:43+00:00
freifahren_BE,5745146100,"U8 Schönleinstr 
Zivil Kontrolle mit Polizei",2023-08-29 15:32:05+00:00
freifahren_BE,441810319,machen sie wieder zivil?,2023-08-29 15:43:48+00:00
freifahren_BE,5824055504,Immer noch ?,2023-08-29 15:45:22+00:00
freifahren_BE,6369842252,immernoch da ?,2023-08-29 15:46:07+00:00
freifahren_BE,1473263901,"Ja nie groß damit aufgehört, manchmal ziehen die Leute die Westen aus etc",2023-08-29 15:46:34+00:00
freifahren_BE,5938516760,Die S Bahn/BVG selber kontrollieren manchmal zivil. Fremdfirmen nicht....,2023-08-29 15:54:08+00:00
freifahren_BE,1063588226,U6 leopoldplatz,2023-08-29 15:56:38+00:00
freifahren_BE,1063588226,Alt mariendorf,2023-08-29 15:57:23+00:00
freifahren_BE,6260113604,2 inspectors Grenzallee u7 heading back toward hermanplatz,2023-08-29 16:03:35+00:00
freifahren_BE,6260113604,Blue vests,2023-08-29 16:04:02+00:00
freifahren_BE,274184615,Kotti 3 gelbe Vesten,2023-08-29 16:13:39+00:00
freifahren_BE,445908679,"17:57 uhr


Originalbild gelöscht.
Bitte alle Gesichter aus den Bildern übermalen oder rausschneiden.

Es ist nicht ok einen ganzen Wagen oder Plattform zu fotografieren und hier reinzustellen.",2023-08-29 16:15:05+00:00
freifahren_BE,661407275,Hahaha,2023-08-29 16:29:26+00:00
freifahren_BE,1300854213,"M10 from Greifswalder/Danziger on, guy with white pullover, direction Hbf",2023-08-29 16:30:23+00:00
freifahren_BE,1468349968,U bernauerstr von b.o.s,2023-08-29 16:31:43+00:00
freifahren_BE,1468349968,4 stk,2023-08-29 16:31:52+00:00
freifahren_BE,1468349968,Richtung Hermannstraße,2023-08-29 16:32:03+00:00
freifahren_BE,321621210,U5 Frankfurter Tor Richtung Hauptbahnhof,2023-08-29 16:38:30+00:00
freifahren_BE,1461396054,U2 from Eberswalder to Ruhleben,2023-08-29 16:53:36+00:00
freifahren_BE,12385537,U Bernauer still 4 guys (B.O.S) with police,2023-08-29 16:55:12+00:00
freifahren_BE,892189896,U7 Rathaus Neukölln - 4 guys,2023-08-29 17:03:01+00:00
freifahren_BE,220412550,U6 steigen jetzt in stadtmitte aus,2023-08-29 17:07:56+00:00
freifahren_BE,258493345,"4x blaue Weste, Hermannplatz u7, Station",2023-08-29 17:08:23+00:00
freifahren_BE,220412550,Zwei Leute mit b.o.s. secu jacken,2023-08-29 17:08:24+00:00
freifahren_BE,1068092788,U8 Richtung Hermannstr BOS Jacken gerade Rosenthaler Platz raus,2023-08-29 17:11:32+00:00
freifahren_BE,563848235,16 frankfurter allee Frau hat so fette boots von convers an mit plateau sohle,2023-08-29 18:11:26+00:00
freifahren_BE,560890769,"Erst Kisch&Co und jetzt soll auch das Museum der Dinge  seinen angestammten Platz in der Oranienstr. 25 verlassen. 
Die Tetra-Pak-Erbinnen wollen die Oranienstr. weiter nach ihren Investmentträumen umgestalten. 
Es ist einfach nur zum 🤮
https://www.museumderdinge.de/information/presse/goodbye-kreuzberg",2023-08-29 20:24:32+00:00
freifahren_BE,560890769,Off topic...but really important,2023-08-29 20:25:16+00:00
freifahren_BE,797368293,"2 männlich gelesene 1 weiblich gelesene s5/s7/s75 Ostkreuz Richtung Innenstadt aufm
Gleis.",2023-08-30 04:11:07+00:00
freifahren_BE,5011735640,"S3 nach Erkner rummelsburg eingestiegen 2m gelesene in zivil!!!
Steigen in denn nächsten Wagon also weiter in Fahrtrichtung Erkner",2023-08-30 05:17:18+00:00
freifahren_BE,31524284,u5 alexanderplatz,2023-08-30 05:30:27+00:00
freifahren_BE,31524284,richtung hauptbahnhof 2 blauwesten,2023-08-30 05:30:43+00:00
freifahren_BE,5456426474,m10 richtung warschauer gerade husemannstr,2023-08-30 05:30:44+00:00
freifahren_BE,147801823,2m gelesen mit blauen westen sind mehringdamm ausgestiegen. Richtung spandau/tegel,2023-08-30 05:45:22+00:00
freifahren_BE,5965520124,"4 männlich gelesen am Antonplatz, einer mit Blauer Weste, Tram 12 Richtung Am Kupfergraben eingestiegen",2023-08-30 06:30:05+00:00
freifahren_BE,146434264,"U5 Frankfurter Tor blaue Westen, am Bahnsteig",2023-08-30 06:40:15+00:00
freifahren_BE,549261469,Achtung Kontrollen auf der U8. Gerade sind sie weinmeisterstraße ausgestiegen,2023-08-30 06:41:12+00:00
freifahren_BE,282053655,"S5 nach Westkreuz jetzt Fridrichsfelde OST am gleis  1 Frau (puffer jacket schwarz, face tatto, blonde ) und 1 Man in glasses",2023-08-30 06:50:39+00:00
freifahren_BE,756831934,U5 Frankfurter Tor mind. 3 blaue Westen,2023-08-30 06:54:35+00:00
freifahren_BE,6135807787,M10 Winsstraße direction Warschauer,2023-08-30 06:55:26+00:00
freifahren_BE,276358043,U8 grade Bernauer Str ausgestiegen,2023-08-30 06:59:35+00:00
freifahren_BE,886922123,3 blue vest controllers at s+u lichtenberg u bahn section,2023-08-30 07:04:36+00:00
freifahren_BE,6291056945,U8 gesundbrunnen am steig 4 kontrollis,2023-08-30 07:15:24+00:00
freifahren_BE,1215410211,In der S41 gerade bei Berlin hallensee,2023-08-30 07:22:33+00:00
freifahren_BE,977559241,S46 jetzt Hohenzollerndamm,2023-08-30 07:25:32+00:00
freifahren_BE,977559241,"2 pers, min",2023-08-30 07:25:42+00:00
freifahren_BE,1215410211,"Jetzt Westkreuz gleich in die nächste s42 rein, männlich gelesen, dunkle leicht lockige Haare bis zu den Schultern",2023-08-30 07:26:41+00:00
freifahren_BE,1308141948,U5 samariterstraße 2 blauwesten,2023-08-30 07:27:51+00:00
freifahren_BE,1308141948,Richtung Hauptbahnhof,2023-08-30 07:28:06+00:00
